Cellline,RHEB,TIPIN,OR4A47,NUP133,CPNE8-AS1,PDIA4,RNU6-899P,NRXN1-DT,SMIM41,RPS12P2,IGHJ2,SLC2A3P2,CES4A,TCTE1,TAX1BP1,RPL32P26,PNCK,CNOT10-AS1,OR3A2,COL6A2,ZNF296,RNU7-179P,PTS,PIGFP2,SPSB3,CFAP90,DPF3,C19orf33,OR13C2,PDE4B-AS1,SBNO1-AS1,RNU6ATAC30P,SELENOS,LINC01535,SYT2,CHRM4,RNU6-1017P,LSP1P1,LINC02957,TMC5,DSG4,MTND2P4,PPP1R15B,LINC00355,IFI35,LINGO3,MTND6P32,PRKAR1B-AS1,TMEM274P,ZNF574,SNRPEP5,DUSP1,LINC01091,RNU6-1174P,RN7SL237P,ZCCHC18,NDP,MIR1537,RNA5SP324,CFAP418,OXCT1-AS1,OR10AG1,CPDP1,SCRG1,SLC25A15,MTMR2,SYN1,RNU6-892P,MIR1266,INTS6P1,WIPI2,VPS26C,RN7SL321P,TM4SF5,RN7SL273P,ENO1,USP53,DDA1,NDUFA3,CACNA2D2,SRSF3P6,POMT2,MIR4694,H2AC4,RBM14,LINC00934,IQCH,RCC2P4,CPA1,MIR6852,UQCRB,EEF1A1P12,LILRB2,TERF1P4,GSG1,MARK2,RAB26,PARVA,KIF24,NAA60
LNCaP-Clone-FGC,1.056089137,1.026532072,1.024092366,1.066872436,1.026471998,1.056089137,1.029178222,0.605189976,1.026471998,1.021780976,1.026391054,1.041893124,1.01026627,0.957218262,1.02674795,1.026471998,0.601037011,1.029087443,1.027970493,0.976861088,0.605376039,0.615799714,1.029178222,1.015896121,1.01026627,1.021550085,1.026391054,1.012939512,1.015896121,1.041893124,1.026471998,1.026391054,1.026532072,1.012939512,1.066872436,1.024092366,1.026471998,0.880258177,1.018288975,1.01026627,1.021356266,1.02674795,1.066872436,0.880258177,1.025090454,1.012939512,0.601037011,1.02674795,1.031673224,0.605376039,0.885532495,1.029783217,0.971163578,1.03109147,1.023456135,0.601037011,0.601985838,1.066872436,1.023598908,1.02774068,1.021550085,1.029178222,1.025090454,0.971163578,0.880258177,1.029178222,0.601985838,1.02774068,1.026532072,1.021550085,1.02674795,0.976861088,1.029087443,1.027970493,0.957218262,1.031673224,0.971163578,1.012939512,1.025785901,1.029087443,0.886588448,1.026391054,1.024092366,0.957218262,1.029178222,1.026471998,1.026532072,1.03109147,1.056089137,1.018288975,1.02774068,0.886588448,1.025785901,0.601037011,1.026471998,1.029178222,1.01026627,1.024092366,1.018288975,1.01026627
LOVO,1.285023664,1.259417585,0.982078712,0.972401631,1.238358361,1.270405485,0.993095601,0.971998628,1.315506555,0.977032777,0.976193225,0.972057453,0.957871648,0.971766292,1.289061287,1.278547232,0.551090621,0.969749453,0.956226899,0.968374419,0.939485913,0.972057453,0.980952918,0.969272365,0.957871648,1.264644565,0.976193225,0.939485913,0.969272365,0.972057453,1.289289341,0.982083649,1.235599992,0.939485913,0.972401631,0.982078712,1.256100705,0.963228891,0.969272365,0.957871648,0.965044999,1.25303946,0.972401631,0.963228891,0.969028258,0.939485913,0.552085119,1.289061287,0.972057453,0.939485913,0.973091225,1.237168407,0.970967629,0.969749453,0.978539036,0.552085119,0.564095139,0.972401631,0.977032777,0.961090279,1.268045706,0.993095601,0.969028258,0.970967629,0.963228891,0.980952918,0.552085119,0.961090279,1.259417585,1.281465323,1.289061287,0.968374419,0.969749453,0.956226899,0.971766292,0.972057453,0.970967629,0.939485913,0.939485913,0.969749453,0.971998628,0.976193225,0.982078712,0.971766292,0.993095601,1.27613401,1.259417585,0.969749453,1.286253419,0.969272365,0.961090279,0.971998628,0.939485913,0.552085119,1.284480091,0.993095601,0.957871648,0.982078712,0.969272365,0.957871648
MDA-MB-436,1.171649661,1.166424464,1.207447838,1.16233765,1.205918216,1.171649661,1.204314552,1.183237026,0.711360118,1.199555227,0.744854312,1.180740505,0.727451667,0.702377915,1.402994348,0.725306828,1.591604121,1.048577257,0.692767567,0.702029928,0.770004907,0.74207088,0.72260682,1.198455728,1.053519807,1.186115259,0.726999113,0.714096366,0.736760216,1.180740505,1.461389881,0.724392937,1.175757124,0.714096366,0.712408982,1.207447838,0.720848479,0.695426762,1.433659185,1.068338618,1.245751508,1.194192553,1.157191363,0.695182271,0.705682539,0.756611264,1.510227038,1.162504728,0.74207088,0.685026875,1.255620006,1.489292688,0.735274084,1.194706615,0.73274748,1.220563863,1.519786815,1.529601551,0.721757744,0.723759579,0.745954251,1.204314552,0.680237832,0.725420633,0.819136213,1.032455039,1.191062272,1.196427193,1.163317657,1.318408662,1.826439233,1.134747137,0.992617983,0.992408579,0.688672354,0.74207088,0.735274084,1.208737558,1.140060096,1.014081558,1.192103425,0.726999113,1.176010178,0.688672354,1.222813325,1.196341521,1.125222607,0.703178059,1.167189249,1.196769921,0.723759579,1.196210766,1.159618473,1.220751694,1.539957609,1.222813325,1.053519807,0.716933157,1.196769921,1.053519807
MSTO-211H,1.094078561,0.905912411,0.901771452,0.903010679,1.106342689,1.094078561,0.903289383,1.096105608,1.106342689,0.894470843,0.939252865,1.096678379,1.611465413,0.904887424,1.097427648,1.106342689,0.64981904,0.897277306,1.109534827,0.936725468,0.912900138,0.920711641,0.903289383,1.128002617,1.117544335,1.098585506,1.098810458,0.658549912,1.11577694,1.096678379,1.106342689,1.098810458,0.905912411,0.898402223,0.903010679,0.901771452,1.106342689,0.899769427,1.096302542,0.896740224,1.083712595,1.094078561,0.903010679,0.869133917,1.109534827,0.898402223,0.64981904,1.097427648,0.920711641,0.912900138,1.096105608,1.117611188,1.083613299,1.077164261,0.932815579,0.64981904,0.650159629,0.903010679,0.662129693,0.894486553,1.106380177,0.903289383,1.109534827,1.081146065,0.902379985,0.903289383,0.650159629,0.894486553,0.905912411,1.106380177,1.097427648,0.906779104,0.897277306,1.109534827,0.904887424,0.920711641,1.083613299,0.898402223,1.105514966,0.897277306,1.102801259,1.08631654,0.901771452,0.897998563,0.903289383,1.106342689,0.905912411,1.097898579,1.094078561,1.120949626,0.894486553,1.102801259,1.105514966,0.64981904,1.106342689,0.903289383,1.117544335,0.901771452,1.120949626,1.117544335
NCI-H1650,1.015374054,1.006771819,1.012713025,1.00846519,1.064753479,1.04598994,1.383221089,1.054321683,1.011007676,1.060636026,1.000150008,1.063926412,1.56286929,0.765961496,1.64277121,1.063793913,0.658865883,1.063781916,0.977286168,0.96039403,1.300499331,0.99382079,1.0660009,1.013832685,0.968902063,1.68669346,1.010927574,1.300499331,1.090230313,1.063926412,1.028063243,1.059397017,1.032132044,1.300499331,0.982607617,1.012713025,1.028063243,0.616522712,1.008009611,1.587583023,1.04857984,1.022576429,0.982607617,0.627521782,0.999098782,0.595660191,0.658865883,1.291750491,0.994528415,1.300499331,1.03877599,1.08101107,1.027988329,1.046822485,1.628974818,0.658865883,0.6446529,1.00846519,1.081485712,1.05363019,1.655172558,1.054106012,0.969591873,1.027988329,0.616522712,1.059770542,0.6446529,0.629578312,1.006771819,1.655172558,1.358420959,1.029748012,0.985749088,0.977286168,0.765961496,0.994528415,1.027988329,1.002315355,1.300499331,0.985749088,1.022091086,1.010927574,0.634625167,0.814246958,0.996805544,1.028063243,1.006771819,1.046822485,1.04598994,1.012522883,1.05363019,1.022091086,1.259086291,0.658865883,1.057251759,0.996805544,0.968902063,0.634625167,1.012522883,0.968902063
NCI-H2122,0.919995721,1.439381986,0.931177168,1.198527955,0.945869231,0.912768389,0.898002733,1.191434366,0.906085422,1.229528748,1.190129554,0.895825868,0.927809723,0.888885682,1.245322447,1.236327925,0.957912889,0.942748584,1.163373563,1.207097485,1.15996208,0.885807295,0.940244682,0.899363005,0.895095238,1.48243547,1.177848942,1.15996208,0.966330788,0.895825868,1.203467404,1.253048166,1.439381986,1.15996208,1.181259774,0.931177168,1.203467404,0.905923603,0.908891415,0.895095238,0.949452274,1.154693203,1.181259774,0.935474794,1.148874385,0.879661835,0.957912889,1.445633813,0.885807295,1.15996208,1.176332957,1.180457736,0.938949054,0.925275402,1.215100302,0.957912889,0.932837007,1.198527955,1.189810515,1.202522806,1.439514558,0.898002733,1.187487351,0.938949054,0.927993782,0.940244682,0.932837007,1.207020394,1.439381986,1.439514558,1.458379342,1.187262431,0.901120477,1.163373563,0.888885682,0.885807295,0.938949054,0.879661835,1.1182955,0.901120477,0.951834861,1.228981665,0.940550706,0.888885682,0.898002733,1.203467404,1.439381986,0.940711648,0.901624128,0.909159735,1.202522806,0.951834861,1.125976678,0.957912889,0.917483724,0.898002733,0.895095238,0.940550706,0.909159735,0.895095238
NCI-H23,1.40013926,0.914648397,0.957056783,0.923937734,1.609359158,1.40013926,0.91098057,1.488410813,1.20723467,0.939624709,0.839104785,1.202714516,0.967457513,1.220652923,1.293508118,1.271162621,0.973398366,0.983448547,1.136873962,0.925031613,0.853048403,1.126270363,0.964032829,0.902118219,0.85796857,1.227388892,1.186544103,0.850662687,0.97245459,1.202714516,1.180486794,1.273436303,0.914648397,0.850662687,0.914004369,0.957056783,1.264931814,0.951905385,0.90027207,0.942349004,1.291522759,0.905208021,0.914004369,0.950554969,1.157873842,1.104552306,1.308344739,1.451750398,1.126270363,0.853048403,1.366667181,0.965560634,1.270799535,1.341376884,1.68799593,1.308344739,0.544982382,0.923937734,0.939624709,0.955883363,1.869015175,0.960313342,1.157185847,0.580920213,0.951905385,0.964032829,0.544982382,0.955267737,0.922524441,2.031517757,1.258746902,0.925031613,0.914509894,1.136873962,1.168679268,1.126270363,0.593593966,0.85637784,0.812590317,0.914509894,1.195083384,1.228308058,0.957056783,1.124658427,0.91098057,1.236069521,0.914648397,1.341376884,1.430225981,1.67859065,0.955883363,1.238852756,0.849551327,0.97733882,1.702510377,0.91098057,0.85796857,0.957056783,0.636116455,0.85796857
NCI-H520,0.837201217,1.212914472,1.409892023,1.108176819,1.193126596,0.837201217,1.111792034,1.147843622,1.103413782,1.302948683,0.978934575,0.861366445,1.242970629,0.804305872,1.054011147,0.846884152,0.89278918,0.87215154,0.783428027,0.8145955,0.8437023,1.250737036,1.232137827,0.885885755,1.280929158,1.079542676,0.984897387,1.011879006,0.914309913,0.861366445,1.123277902,0.86478046,1.013408739,1.086803327,1.081087003,1.209123965,0.837582556,0.866450305,0.914309913,1.294697276,0.888429017,0.806455082,1.081087003,0.866450305,1.062144349,1.275765345,0.895442002,1.0350292,1.090920398,0.969380001,1.108178427,1.288575129,0.875746799,1.386256932,1.359424007,0.895442002,0.493456388,1.108176819,0.844603728,1.221650565,1.157747478,1.111792034,1.30416044,0.905670422,0.866450305,1.15475655,0.493456388,0.85027831,1.212914472,1.157747478,1.0350292,1.358445359,0.611481518,0.783428027,0.804305872,1.090920398,0.875746799,1.057562423,0.779385705,0.836305618,1.153234083,0.984897387,1.248112427,0.804305872,1.111792034,1.123277902,1.212914472,1.524461717,0.840418428,1.127946203,1.221650565,1.153234083,0.779385705,0.87867436,0.869426737,1.111792034,1.280929158,0.856444096,1.127946203,1.280929158
OCUB-M,1.034615054,0.963251297,1.033864862,0.993848172,1.059940166,1.034615054,1.033864862,1.106586909,1.059940166,1.051709725,1.310959557,1.110122997,0.739785116,1.245111999,1.4722818,1.059940166,0.905096642,0.689419675,0.728199271,1.432670584,1.03588191,0.92190242,0.762253458,1.19870289,0.747693841,0.955218344,0.708169878,1.063714106,1.19870289,1.110122997,0.980804919,0.708169878,1.066668616,1.063714106,0.993848172,1.033864862,0.980804919,0.731071553,1.19870289,0.950467627,0.672833562,1.128823,0.993848172,0.72160581,1.310340612,1.064163791,0.936470463,1.413912391,0.92190242,1.063714106,1.106586909,0.871821315,0.94236675,1.129755632,1.200391008,0.936470463,0.564685352,1.354513087,0.666164763,1.212899119,1.628434198,1.033864862,1.08824497,0.94236675,0.731071553,0.762253458,0.564685352,0.560184313,0.963251297,1.628434198,1.413912391,1.432670584,0.65720197,0.728199271,1.245111999,0.92190242,0.94236675,1.063714106,1.035838367,0.65720197,0.891165098,0.701582713,0.619742371,1.395046088,1.016039684,0.980804919,0.963251297,1.104637366,1.034615054,0.648407773,1.212899119,0.891165098,1.035838367,0.936470463,1.059940166,1.033864862,0.747693841,0.619742371,0.648407773,0.747693841
OV-90,1.371072638,1.054183775,1.077691967,1.005919595,1.097805341,1.371072638,1.098335536,1.265093429,1.097805341,0.970677187,0.97959734,1.020759745,1.046908138,0.963507536,0.674614432,1.097805341,1.169288394,0.679233907,0.913891744,1.095396308,1.397989343,1.004753806,1.098335536,1.022215453,1.065153862,0.956852658,0.995573312,1.381936372,1.100458023,1.020759745,1.097805341,1.016694488,1.054183775,1.282375534,1.005919595,1.077691967,1.097805341,1.085380413,1.057696475,1.065153862,0.678115254,0.627323583,1.005919595,1.410729121,1.090379869,0.644138838,1.106359291,0.650635748,1.004753806,1.381936372,1.079601154,0.983532074,0.973528406,1.009759791,1.099830058,1.106359291,1.065290652,1.005919595,0.970677187,1.116745545,0.928643413,1.098335536,1.067355436,0.973528406,1.085380413,1.098335536,1.065290652,0.673455495,1.069124035,0.928643413,0.680096115,1.095396308,0.637540252,0.913891744,0.963507536,1.004753806,0.973528406,0.644138838,1.397989343,0.637540252,1.091799206,0.995573312,0.671024396,0.963507536,1.098335536,1.097805341,1.054183775,1.009759791,1.391315573,0.673859919,1.116745545,1.091799206,1.351578122,1.106359291,1.107131176,1.098335536,1.065153862,0.671024396,0.673859919,1.065153862
